metric,case,candidate,iteration,value,status
runtime,aggregate-kernel,native,7,0.022665,0
runtime,aggregate-kernel,go-size,7,0.019724,0
runtime,aggregate-kernel,native,8,0.024379,0
runtime,aggregate-kernel,go,8,0.020097,0
runtime,aggregate-kernel,go-size,8,0.019007,0
runtime,aggregate-kernel,go,9,0.019622,0
runtime,aggregate-kernel,native,9,0.02327,0
runtime,aggregate-kernel,go-size,9,0.021327,0
runtime,aggregate-kernel,native,10,0.02537,0
runtime,aggregate-kernel,go,10,0.020285,0
runtime,aggregate-kernel,go-size,10,0.020083,0
runtime,aggregate-kernel,go,11,0.019148,0
runtime,aggregate-kernel,native,11,0.024472,0
runtime,aggregate-kernel,go-size,11,0.020673,0
runtime,aggregate-kernel,native,12,0.024646,0
runtime,aggregate-kernel,go,12,0.020834,0
runtime,aggregate-kernel,go-size,12,0.019668,0
runtime,aggregate-kernel,go,13,0.019961,0
runtime,aggregate-kernel,native,13,0.030602,0
runtime,aggregate-kernel,go-size,13,0.023893,0
runtime,aggregate-kernel,native,14,0.022512,0
runtime,aggregate-kernel,go,14,0.020018,0
runtime,aggregate-kernel,go-size,14,0.020506,0
runtime,aggregate-kernel,go,15,0.020544,0
runtime,aggregate-kernel,native,15,0.023363,0
runtime,aggregate-kernel,go-size,15,0.019942,0
runtime,aggregate-kernel,native,16,0.022078,0
runtime,aggregate-kernel,go,16,0.01882,0
runtime,aggregate-kernel,go-size,16,0.018649,0
runtime,aggregate-kernel,go,17,0.021205,0
runtime,aggregate-kernel,native,17,0.022372,0
runtime,aggregate-kernel,go-size,17,0.024401,0
runtime,aggregate-kernel,native,18,0.023449,0
runtime,aggregate-kernel,go,18,0.023355,0
runtime,aggregate-kernel,go-size,18,0.014937,0
runtime,aggregate-kernel,go,19,0.019191,0
runtime,aggregate-kernel,native,19,0.018233,0
runtime,aggregate-kernel,go-size,19,0.01556,0
runtime,aggregate-kernel,native,20,0.021894,0
runtime,aggregate-kernel,go,20,0.01955,0
runtime,aggregate-kernel,go-size,20,0.020355,0
runtime,aggregate-kernel,go,21,0.020035,0
runtime,aggregate-kernel,native,21,0.02326,0
runtime,aggregate-kernel,go-size,21,0.019878,0
runtime,aggregate-kernel,native,22,0.024217,0
runtime,aggregate-kernel,go,22,0.022032,0
runtime,aggregate-kernel,go-size,22,0.019267,0
runtime,aggregate-kernel,go,23,0.019712,0
runtime,aggregate-kernel,native,23,0.02394,0
runtime,aggregate-kernel,go-size,23,0.02112,0
runtime,aggregate-kernel,native,24,0.023061,0
runtime,aggregate-kernel,go,24,0.019667,0
runtime,aggregate-kernel,go-size,24,0.018846,0
runtime,aggregate-kernel,go,25,0.020998,0
runtime,aggregate-kernel,native,25,0.022904,0
runtime,aggregate-kernel,go-size,25,0.018871,0
runtime,aggregate-kernel,native,26,0.022746,0
runtime,aggregate-kernel,go,26,0.018887,0
runtime,aggregate-kernel,go-size,26,0.021696,0
runtime,aggregate-kernel,go,27,0.020778,0
runtime,aggregate-kernel,native,27,0.024699,0
runtime,aggregate-kernel,go-size,27,0.020192,0
runtime,aggregate-kernel,native,28,0.023051,0
runtime,aggregate-kernel,go,28,0.021561,0
runtime,aggregate-kernel,go-size,28,0.019892,0
runtime,aggregate-kernel,go,29,0.020961,0
runtime,aggregate-kernel,native,29,0.027855,0
runtime,aggregate-kernel,go-size,29,0.019228,0
runtime,aggregate-kernel,native,30,0.022695,0
runtime,aggregate-kernel,go,30,0.020087,0
runtime,aggregate-kernel,go-size,30,0.020081,0
runtime,aggregate-kernel,go,31,0.018933,0
runtime,aggregate-kernel,native,31,0.022683,0
runtime,aggregate-kernel,go-size,31,0.018954,0
runtime,aggregate-kernel,native,32,0.022454,0
runtime,aggregate-kernel,go,32,0.021093,0
runtime,aggregate-kernel,go-size,32,0.019469,0
runtime,aggregate-kernel,go,33,0.018959,0
runtime,aggregate-kernel,native,33,0.02375,0
runtime,aggregate-kernel,go-size,33,0.019058,0
runtime,aggregate-kernel,native,34,0.023665,0
runtime,aggregate-kernel,go,34,0.019384,0
runtime,aggregate-kernel,go-size,34,0.01999,0
runtime,aggregate-kernel,go,35,0.019767,0
runtime,aggregate-kernel,native,35,0.023494,0
runtime,aggregate-kernel,go-size,35,0.020905,0
runtime,aggregate-kernel,native,36,0.023485,0
runtime,aggregate-kernel,go,36,0.019082,0
runtime,aggregate-kernel,go-size,36,0.019232,0
runtime,aggregate-kernel,go,37,0.020011,0
runtime,aggregate-kernel,native,37,0.024245,0
runtime,aggregate-kernel,go-size,37,0.019322,0
runtime,aggregate-kernel,native,38,0.022481,0
runtime,aggregate-kernel,go,38,0.02022,0
runtime,aggregate-kernel,go-size,38,0.020013,0
runtime,aggregate-kernel,go,39,0.019915,0
runtime,aggregate-kernel,native,39,0.023279,0
runtime,aggregate-kernel,go-size,39,0.01943,0
runtime,aggregate-kernel,native,40,0.022838,0
runtime,aggregate-kernel,go,40,0.020939,0
runtime,aggregate-kernel,go-size,40,0.018913,0
runtime,aggregate-kernel,go,41,0.018884,0
runtime,aggregate-kernel,native,41,0.024466,0
runtime,aggregate-kernel,go-size,41,0.021155,0
runtime,aggregate-kernel,native,42,0.023229,0
runtime,aggregate-kernel,go,42,0.019929,0
runtime,aggregate-kernel,go-size,42,0.0207,0
runtime,aggregate-kernel,go,43,0.018573,0
runtime,aggregate-kernel,native,43,0.024552,0
runtime,aggregate-kernel,go-size,43,0.020007,0
runtime,aggregate-kernel,native,44,0.022944,0
runtime,aggregate-kernel,go,44,0.020639,0
runtime,aggregate-kernel,go-size,44,0.019395,0
runtime,aggregate-kernel,go,45,0.020292,0
runtime,aggregate-kernel,native,45,0.023465,0
runtime,aggregate-kernel,go-size,45,0.019138,0
runtime,aggregate-kernel,native,46,0.024783,0
runtime,aggregate-kernel,go,46,0.019863,0
runtime,aggregate-kernel,go-size,46,0.018752,0
runtime,aggregate-kernel,go,47,0.019863,0
runtime,aggregate-kernel,native,47,0.022994,0
runtime,aggregate-kernel,go-size,47,0.019771,0
runtime,aggregate-kernel,native,48,0.024052,0
runtime,aggregate-kernel,go,48,0.019367,0
runtime,aggregate-kernel,go-size,48,0.019995,0
runtime,aggregate-kernel,go,49,0.019595,0
runtime,aggregate-kernel,native,49,0.023032,0
runtime,aggregate-kernel,go-size,49,0.018923,0
